Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026001389;ES8001280000130000000096;2.679.276,81;COP;13/09/2026;Publicidad
OP-2026001390;ES4000810000560000000071;3.450.778,50;COP;18/09/2026;Formación
OP-2026001391;ES7501820000900000000243;1.302,36;USD;18/09/2026;Proveedor
OP-2026001392;ES7320850000190000000135;16.614,96;MXN;17/09/2026;Formación
OP-2026001393;ES1100490000070000000031;806,46;EUR;25/09/2026;Transporte
OP-2026001394;ES9001280000150000000109;972,44;EUR;21/09/2026;Suministros
OP-2026001395;ES4500810000510000000032;1.014,70;USD;22/09/2026;Servicios profesionales
OP-2026001396;ES6701820000910000000047;678,63;EUR;24/09/2026;Proveedor
OP-2026001397;ES1000810000590000000076;3.586.421,99;COP;25/09/2026;Viajes
OP-2026001398;ES3500490000070000000181;811,70;EUR;27/09/2026;Material de oficina
OP-2026001399;ES1000810000590000000076;799,03;EUR;26/09/2026;Alquiler
OP-2026001400;ES6200810000510000000114;835,41;EUR;16/09/2026;Nómina
OP-2026001401;ES8401280000130000000121;3.785.777,46;COP;26/09/2026;Alquiler
OP-2026001402;ES3401280000180000000097;1.110,86;USD;26/09/2026;Formación
OP-2026001403;ES3401280000180000000097;849,60;EUR;26/09/2026;Suministros
OP-2026001404;ES5400810000540000000208;20.876,26;MXN;23/09/2026;Licencias de software
OP-2026001405;ES8901280000110000000129;18.162,65;MXN;20/09/2026;Licencias de software
OP-2026001406;ES9001820000930000000117;858,58;EUR;27/09/2026;Nómina
OP-2026001407;ES2921000000680000000118;887,96;EUR;22/09/2026;Suministros
OP-2026001408;ES9500810000540000000149;431,44;EUR;22/09/2026;Material de oficina
OP-2026001409;ES3600810000530000000193;766,35;EUR;18/09/2026;Material de oficina
OP-2026001410;ES7501280000150000000088;779,14;EUR;13/09/2026;Material de oficina
OP-2026001411;ES2121000000690000000019;27.827,30;MXN;23/09/2026;Comisiones
OP-2026001412;ES6520850000110000000089;846,35;EUR;25/09/2026;Proveedor
OP-2026001413;ES5600810000510000000028;696,00;USD;25/09/2026;Viajes
OP-2026001414;ES2120850000190000000004;812,57;EUR;23/09/2026;Material de oficina
OP-2026001415;ES8700810000550000000244;817,00;EUR;19/09/2026;Licencias de software
OP-2026001416;ES4621000000680000000200;707,30;EUR;16/09/2026;Transporte
OP-2026001417;ES0621000000690000000095;1.044,64;USD;13/09/2026;Alquiler
OP-2026001418;ES8100810000500000000112;5.368.826,28;COP;24/09/2026;Transporte
OP-2026001419;ES7701820000990000000057;1.139,65;EUR;14/09/2026;Transporte
OP-2026001420;ES1200810000560000000090;445,91;EUR;18/09/2026;Proveedor
OP-2026001421;ES8501820000980000000156;689,03;EUR;18/09/2026;Publicidad
OP-2026001422;ES6701280000160000000086;636,08;EUR;21/09/2026;Servicios profesionales
OP-2026001423;ES2121000000690000000019;1.019,72;EUR;14/09/2026;Publicidad
OP-2026001424;ES7600490000040000000172;22.031,25;MXN;20/09/2026;Comisiones
OP-2026001425;ES6600810000500000000091;988,58;USD;24/09/2026;Mantenimiento
OP-2026001426;ES3401820000930000000058;18.000,97;MXN;23/09/2026;Servicios profesionales
OP-2026001427;ES8020850000110000000207;13.271,41;MXN;13/09/2026;Servicios profesionales
OP-2026001428;ES3500490000070000000181;739,63;EUR;13/09/2026;Licencias de software
OP-2026001429;ES9620850000120000000064;942,63;EUR;17/09/2026;Formación
OP-2026001430;ES4220850000180000000063;1.030,62;EUR;21/09/2026;Formación
OP-2026001431;ES0220850000100000000108;922,00;USD;26/09/2026;Suministros
OP-2026001432;ES3101280000140000000153;9.971,53;MXN;16/09/2026;Mantenimiento
OP-2026001433;ES3720850000170000000008;651,79;EUR;23/09/2026;Suministros
OP-2026001434;ES9101280000130000000189;914,82;EUR;14/09/2026;Formación
OP-2026001435;ES8600810000510000000070;643,87;EUR;23/09/2026;Viajes
OP-2026001436;ES8320850000120000000104;794,14;EUR;16/09/2026;Comisiones
OP-2026001437;ES0420850000100000000072;4.551.200,18;COP;26/09/2026;Publicidad
OP-2026001438;ES2300810000530000000233;841,33;EUR;27/09/2026;Nómina
OP-2026001439;ES7701820000990000000154;769,23;USD;14/09/2026;Transporte
OP-2026001440;ES6701280000160000000086;1.001,52;USD;27/09/2026;Alquiler
OP-2026001441;ES4800810000520000000123;893,55;EUR;19/09/2026;Publicidad
OP-2026001442;ES3801820000960000000033;727,36;USD;22/09/2026;Servicios profesionales
OP-2026001443;ES6520850000110000000089;1.796.139,44;COP;24/09/2026;Viajes
OP-2026001444;ES6700490000010000000190;1.273,37;EUR;19/09/2026;Seguros
OP-2026001445;ES8121000000680000000249;816,73;EUR;23/09/2026;Alquiler
OP-2026001446;ES1800810000550000000225;13.245,15;MXN;17/09/2026;Alquiler
OP-2026001447;ES6300490000040000000018;746,01;EUR;16/09/2026;Proveedor
OP-2026001448;ES0700490000010000000203;823,27;EUR;21/09/2026;Publicidad
OP-2026001449;ES6421000000630000000024;625,80;EUR;20/09/2026;Comisiones
OP-2026001450;ES5420850000100000000239;796,78;USD;14/09/2026;Licencias de software
OP-2026001451;ES0700490000010000000203;1.077,02;EUR;26/09/2026;Mantenimiento
OP-2026001452;ES8721000000680000000141;1.049,23;EUR;19/09/2026;Material de oficina
OP-2026001453;ES9201280000120000000220;3.097.048,91;COP;16/09/2026;Transporte
OP-2026001454;ES4700810000510000000093;3.470.449,86;COP;16/09/2026;Servicios profesionales
OP-2026001455;ES9820850000180000000122;1.002,20;EUR;21/09/2026;Proveedor
OP-2026001456;ES2921000000680000000215;759,75;EUR;15/09/2026;Alquiler
OP-2026001457;ES8700810000550000000244;863,22;USD;22/09/2026;Suministros
OP-2026001458;ES2721000000620000000157;707,07;EUR;24/09/2026;Proveedor
OP-2026001459;ES9201820000900000000034;996,09;EUR;21/09/2026;Nómina
OP-2026001460;ES2121000000690000000019;1.182,79;USD;20/09/2026;Suministros
OP-2026001461;ES4721000000610000000040;1.254,10;USD;15/09/2026;Material de oficina
OP-2026001462;ES0600490000090000000120;833,71;EUR;22/09/2026;Servicios profesionales
OP-2026001463;ES3101280000140000000153;1.189,78;EUR;25/09/2026;Suministros
OP-2026001464;ES6701280000130000000039;11.657,80;MXN;15/09/2026;Comisiones
OP-2026001465;ES5401280000160000000029;898,19;EUR;18/09/2026;Publicidad
OP-2026001466;ES6300490000040000000212;978,07;EUR;15/09/2026;Seguros
OP-2026001467;ES5600490000000000000049;808,82;EUR;16/09/2026;Servicios profesionales
OP-2026001468;ES9600490000020000000007;18.504,11;MXN;19/09/2026;Material de oficina
OP-2026001469;ES7620850000110000000085;1.016,04;EUR;19/09/2026;Publicidad
OP-2026001470;ES3400810000510000000133;775,42;EUR;17/09/2026;Suministros
OP-2026001471;ES5001280000130000000248;721,96;USD;19/09/2026;Proveedor
OP-2026001472;ES3120850000150000000020;560,69;USD;25/09/2026;Licencias de software
OP-2026001473;ES5600810000510000000125;23.106,87;MXN;25/09/2026;Publicidad
OP-2026001474;ES7001280000140000000227;1.149,82;USD;18/09/2026;Alquiler
OP-2026001475;ES1800490000040000000246;679,34;EUR;20/09/2026;Mantenimiento
OP-2026001476;ES1820850000180000000010;784,05;USD;26/09/2026;Alquiler
OP-2026001477;ES4221000000680000000175;791,03;EUR;16/09/2026;Servicios profesionales
OP-2026001478;ES3601820000990000000116;1.391,79;USD;22/09/2026;Formación
OP-2026001479;ES8100810000500000000015;12.790,03;MXN;19/09/2026;Comisiones
OP-2026001480;ES2300810000530000000233;1.113,81;EUR;17/09/2026;Mantenimiento
OP-2026001481;ES5100810000560000000067;870,13;USD;23/09/2026;Seguros
OP-2026001482;ES9001280000150000000109;917,82;EUR;24/09/2026;Transporte
OP-2026001483;ES7320850000190000000135;692,72;EUR;21/09/2026;Licencias de software
OP-2026001484;ES1000810000590000000076;14.067,50;MXN;18/09/2026;Formación
OP-2026001485;ES0600490000090000000120;729,58;EUR;24/09/2026;Suministros
OP-2026001486;ES1320850000160000000198;16.369,64;MXN;18/09/2026;Viajes
OP-2026001487;ES5501280000110000000159;928,23;USD;26/09/2026;Suministros
OP-2026001488;ES0920850000170000000124;619,45;EUR;17/09/2026;Formación
OP-2026001489;ES4221000000680000000175;762,17;USD;14/09/2026;Formación
OP-2026001490;ES7501820000900000000146;732,29;EUR;19/09/2026;Alquiler
OP-2026001491;ES7701820000960000000107;868,93;EUR;15/09/2026;Servicios profesionales
OP-2026001492;ES3400810000530000000229;330,84;EUR;23/09/2026;Viajes
OP-2026001493;ES8100810000530000000062;1.006,77;USD;25/09/2026;Publicidad
OP-2026001494;ES7521000000630000000214;1.005,01;EUR;25/09/2026;Alquiler
OP-2026001495;ES6600810000500000000091;848,26;USD;14/09/2026;Suministros
OP-2026001496;ES3721000000670000000217;2.558.032,75;COP;25/09/2026;Transporte
OP-2026001497;ES7900810000560000000048;699,18;USD;19/09/2026;Licencias de software
OP-2026001498;ES5600810000510000000028;544,86;EUR;18/09/2026;Proveedor
OP-2026001499;ES5600810000510000000125;882,72;EUR;24/09/2026;Material de oficina
OP-2026001500;ES8001280000130000000096;629,56;EUR;25/09/2026;Nómina
OP-2026001501;ES1800490000040000000246;1.133,07;EUR;13/09/2026;Transporte
OP-2026001502;ES7301820000910000000230;820,54;EUR;14/09/2026;Comisiones
OP-2026001503;ES5100810000560000000067;944,45;USD;16/09/2026;Proveedor
OP-2026001504;ES6200810000510000000114;1.136,61;USD;20/09/2026;Material de oficina
OP-2026001505;ES0220850000100000000205;874,75;EUR;23/09/2026;Viajes
OP-2026001506;ES1100490000070000000031;759,39;EUR;14/09/2026;Alquiler
OP-2026001507;ES0220850000100000000108;636,62;EUR;25/09/2026;Comisiones
OP-2026001508;ES7600810000550000000151;661,38;EUR;14/09/2026;Alquiler
OP-2026001509;ES5420850000100000000239;717,60;EUR;21/09/2026;Nómina
OP-2026001510;ES3401820000930000000058;1.035,45;EUR;25/09/2026;Material de oficina
OP-2026001511;ES8701820000950000000073;552,20;EUR;26/09/2026;Formación
OP-2026001512;ES7600810000520000000201;18.092,82;MXN;25/09/2026;Mantenimiento
OP-2026001513;ES6300490000040000000018;19.927,39;MXN;17/09/2026;Publicidad
OP-2026001514;ES6300490000040000000018;1.166,17;EUR;15/09/2026;Alquiler
OP-2026001515;ES7101280000160000000014;667,01;EUR;14/09/2026;Seguros
OP-2026001516;ES7120850000130000000174;317,39;EUR;24/09/2026;Seguros
OP-2026001517;ES3101280000110000000106;932,71;EUR;15/09/2026;Mantenimiento
OP-2026001518;ES1901820000990000000228;952,03;EUR;19/09/2026;Comisiones
OP-2026001519;ES2300810000530000000233;972,76;EUR;19/09/2026;Transporte
OP-2026001520;ES3021000000610000000055;9.811,49;MXN;18/09/2026;Seguros
OP-2026001521;ES7600490000040000000172;1.328,61;USD;17/09/2026;Servicios profesionales
OP-2026001522;ES9321000000610000000182;4.771.257,78;COP;26/09/2026;Formación
OP-2026001523;ES7701820000960000000107;1.003,23;USD;27/09/2026;Mantenimiento
OP-2026001524;ES9101280000130000000189;856,34;USD;16/09/2026;Alquiler
OP-2026001525;ES9101280000130000000189;18.323,37;MXN;21/09/2026;Mantenimiento
OP-2026001526;ES6200810000510000000017;1.058,33;EUR;17/09/2026;Licencias de software
OP-2026001527;ES6320850000140000000075;749,27;EUR;22/09/2026;Material de oficina
OP-2026001528;ES6701280000160000000086;832,94;EUR;22/09/2026;Viajes
OP-2026001529;ES0421000000600000000087;625,79;EUR;24/09/2026;Transporte
OP-2026001530;ES5901280000140000000037;478,30;EUR;26/09/2026;Alquiler
OP-2026001531;ES7701820000990000000154;1.153,43;USD;16/09/2026;Material de oficina
OP-2026001532;ES5600810000510000000125;766,85;EUR;19/09/2026;Alquiler
OP-2026001533;ES2401820000970000000139;985,96;USD;26/09/2026;Seguros
OP-2026001534;ES8401820000910000000226;816,16;USD;18/09/2026;Comisiones
OP-2026001535;ES1200810000560000000090;902,94;EUR;23/09/2026;Alquiler
OP-2026001536;ES0500490000070000000236;1.168,03;EUR;23/09/2026;Viajes
OP-2026001537;ES2421000000610000000163;558,31;EUR;19/09/2026;Material de oficina
OP-2026001538;ES2501820000990000000023;985,78;EUR;26/09/2026;Proveedor
OP-2026001539;ES1520850000100000000068;3.843.395,60;COP;23/09/2026;Seguros
OP-2026001540;ES7601820000920000000030;840,97;EUR;14/09/2026;Nómina
OP-2026001541;ES6400490000020000000195;892,24;USD;27/09/2026;Alquiler
OP-2026001542;ES4800490000040000000094;1.000,26;EUR;22/09/2026;Servicios profesionales
OP-2026001543;ES1901820000990000000228;547,10;EUR;19/09/2026;Mantenimiento
OP-2026001544;ES1901820000990000000228;16.750,63;MXN;27/09/2026;Alquiler
OP-2026001545;ES8620850000160000000242;1.027,67;EUR;13/09/2026;Alquiler
OP-2026001546;ES9120850000110000000009;1.062,66;USD;26/09/2026;Material de oficina
OP-2026001547;ES8501820000980000000156;1.420,47;USD;21/09/2026;Proveedor
OP-2026001548;ES1901820000990000000228;19.845,62;MXN;18/09/2026;Mantenimiento
OP-2026001549;ES1200810000560000000090;913,47;EUR;14/09/2026;Alquiler
OP-2026001550;ES7900810000560000000048;852,57;EUR;25/09/2026;Licencias de software
OP-2026001551;ES4221000000680000000175;787,14;EUR;19/09/2026;Formación
OP-2026001552;ES8400490000000000000127;814,65;EUR;24/09/2026;Alquiler
OP-2026001553;ES8400490000000000000127;1.332,43;EUR;21/09/2026;Viajes
OP-2026001554;ES7501820000900000000243;1.128,15;EUR;15/09/2026;Servicios profesionales
OP-2026001555;ES0220850000100000000205;19.303,32;MXN;23/09/2026;Licencias de software
OP-2026001556;ES4801280000140000000041;1.119,86;EUR;15/09/2026;Licencias de software
OP-2026001557;ES7600810000520000000201;890,51;EUR;22/09/2026;Viajes
OP-2026001558;ES3400810000510000000036;531,85;EUR;20/09/2026;Transporte
OP-2026001559;ES6901280000100000000150;998,77;EUR;19/09/2026;Formación
OP-2026001560;ES7701820000990000000057;853,86;EUR;26/09/2026;Proveedor
OP-2026001561;ES5600490000000000000049;627,20;USD;22/09/2026;Mantenimiento
OP-2026001562;ES9100490000070000000240;24.016,92;MXN;17/09/2026;Comisiones
OP-2026001563;ES8721000000680000000141;579,91;EUR;18/09/2026;Suministros
OP-2026001564;ES9001820000930000000117;1.210,32;EUR;23/09/2026;Proveedor
OP-2026001565;ES4600810000580000000059;768,01;EUR;16/09/2026;Proveedor
OP-2026001566;ES8721000000680000000141;17.443,38;MXN;24/09/2026;Formación
OP-2026001567;ES9821000000680000000137;4.341.288,12;COP;14/09/2026;Transporte
OP-2026001568;ES4700810000510000000093;752,39;EUR;13/09/2026;Mantenimiento
OP-2026001569;ES4800810000520000000123;746,22;EUR;17/09/2026;Formación
OP-2026001570;ES8700810000550000000244;19.209,39;MXN;20/09/2026;Servicios profesionales
OP-2026001571;ES9420850000180000000194;1.003,89;USD;26/09/2026;Material de oficina
OP-2026001572;ES6700490000010000000190;615,57;EUR;14/09/2026;Formación
OP-2026001573;ES6320850000140000000075;1.041,96;EUR;13/09/2026;Proveedor
OP-2026001574;ES5600490000000000000049;670,88;EUR;24/09/2026;Proveedor
OP-2026001575;ES1820850000180000000010;3.384.565,27;COP;22/09/2026;Nómina
OP-2026001576;ES3621000000630000000043;1.009,13;EUR;23/09/2026;Viajes
OP-2026001577;ES9821000000680000000137;905,29;USD;17/09/2026;Comisiones
OP-2026001578;ES6920850000110000000211;1.020,38;USD;21/09/2026;Licencias de software
OP-2026001579;ES7300490000030000000081;557,04;USD;23/09/2026;Seguros
OP-2026001580;ES1800810000550000000225;1.009,22;EUR;13/09/2026;Servicios profesionales
OP-2026001581;ES2421000000610000000163;569,01;EUR;20/09/2026;Mantenimiento
OP-2026001582;ES2401820000970000000139;569,22;EUR;17/09/2026;Comisiones
OP-2026001583;ES3700490000010000000148;802,89;EUR;18/09/2026;Suministros
OP-2026001584;ES1801820000950000000054;2.733.550,68;COP;17/09/2026;Servicios profesionales
OP-2026001585;ES6720850000140000000003;798,31;EUR;24/09/2026;Material de oficina
OP-2026001586;ES7320850000190000000038;2.988.560,08;COP;24/09/2026;Formación
OP-2026001587;ES5600810000510000000028;868,99;EUR;26/09/2026;Formación
OP-2026001588;ES4300810000570000000162;1.474,21;USD;25/09/2026;Seguros
OP-2026001589;ES5901280000140000000037;764,69;EUR;17/09/2026;Alquiler
OP-2026001590;ES5300810000500000000131;858,21;EUR;24/09/2026;Nómina
OP-2026001591;ES0621000000690000000095;3.272.435,87;COP;15/09/2026;Alquiler
OP-2026001592;ES4700810000510000000093;732,36;USD;19/09/2026;Viajes
OP-2026001593;ES7801280000160000000179;4.142.379,76;COP;27/09/2026;Servicios profesionales
OP-2026001594;ES7300490000030000000081;537,21;EUR;16/09/2026;Transporte
OP-2026001595;ES5520850000150000000170;407,21;EUR;19/09/2026;Comisiones
OP-2026001596;ES8620850000160000000242;15.931,24;MXN;19/09/2026;Transporte
OP-2026001597;ES6200810000510000000017;1.089,43;USD;26/09/2026;Publicidad
OP-2026001598;ES7521000000610000000021;3.240.044,81;COP;26/09/2026;Licencias de software
OP-2026001599;ES3820850000150000000185;766,93;EUR;15/09/2026;Material de oficina
OP-2026001600;ES7521000000610000000021;918,25;EUR;15/09/2026;Seguros
OP-2026001601;ES3621000000630000000043;2.842.650,26;COP;22/09/2026;Comisiones
OP-2026001602;ES3820850000120000000235;4.928.380,59;COP;25/09/2026;Viajes
OP-2026001603;ES6101280000110000000051;695,96;EUR;25/09/2026;Formación
OP-2026001604;ES6000810000540000000100;667,80;EUR;16/09/2026;Transporte
OP-2026001605;ES1520850000100000000068;810,05;EUR;13/09/2026;Transporte
OP-2026001606;ES7001820000920000000138;1.003,99;EUR;20/09/2026;Viajes
OP-2026001607;ES5500490000050000000210;1.041,15;EUR;13/09/2026;Proveedor
OP-2026001608;ES1100490000070000000031;601,40;EUR;26/09/2026;Mantenimiento
OP-2026001609;ES3820850000150000000185;1.025,80;EUR;15/09/2026;Mantenimiento
OP-2026001610;ES7300810000540000000060;1.123,35;EUR;22/09/2026;Licencias de software
OP-2026001611;ES5900810000550000000166;16.604,73;MXN;20/09/2026;Suministros
OP-2026001612;ES5400810000540000000208;740,87;EUR;23/09/2026;Proveedor
OP-2026001613;ES8721000000680000000141;956,51;EUR;22/09/2026;Material de oficina
OP-2026001614;ES8021000000610000000222;918,84;EUR;24/09/2026;Licencias de software
OP-2026001615;ES9321000000610000000182;1.205,20;EUR;21/09/2026;Proveedor
OP-2026001616;ES6201820000960000000183;881,57;USD;14/09/2026;Material de oficina
OP-2026001617;ES4700810000510000000093;487,65;EUR;22/09/2026;Servicios profesionales
OP-2026001618;ES6300490000040000000212;619,13;EUR;24/09/2026;Publicidad
OP-2026001619;ES2101820000910000000002;1.415,10;USD;18/09/2026;Servicios profesionales
OP-2026001620;ES7621000000650000000001;1.081,39;EUR;15/09/2026;Suministros
OP-2026001621;ES0220850000100000000205;947,22;EUR;17/09/2026;Comisiones
OP-2026001622;ES3921000000640000000231;852,97;EUR;27/09/2026;Viajes
OP-2026001623;ES1320850000160000000198;831,86;EUR;13/09/2026;Licencias de software
OP-2026001624;ES5900490000010000000237;503,73;EUR;13/09/2026;Proveedor
OP-2026001625;ES4721000000610000000040;11.237,41;MXN;25/09/2026;Licencias de software
OP-2026001626;ES9101280000130000000189;1.325,66;EUR;26/09/2026;Proveedor
OP-2026001627;ES7320850000190000000135;1.106,73;USD;17/09/2026;Mantenimiento
OP-2026001628;ES9101280000130000000189;1.071,18;USD;23/09/2026;Licencias de software
OP-2026001629;ES1301820000970000000046;875,87;EUR;16/09/2026;Formación
OP-2026001630;ES6920850000110000000211;813,90;USD;15/09/2026;Viajes
OP-2026001631;ES2120850000190000000004;14.677,21;MXN;20/09/2026;Comisiones
OP-2026001632;ES5900490000010000000237;1.091,66;EUR;22/09/2026;Formación
OP-2026001633;ES3621000000630000000043;980,45;EUR;14/09/2026;Nómina
OP-2026001634;ES7621000000650000000001;1.033,90;EUR;21/09/2026;Seguros
OP-2026001635;ES5900490000010000000237;1.107,06;USD;24/09/2026;Suministros
OP-2026001636;ES5801280000190000000101;938,10;EUR;14/09/2026;Seguros
OP-2026001637;ES7620850000110000000085;771,61;EUR;18/09/2026;Seguros
OP-2026001638;ES9321000000610000000182;9.474,46;MXN;14/09/2026;Licencias de software
OP-2026001639;ES4700810000510000000093;1.129,34;EUR;25/09/2026;Servicios profesionales
OP-2026001640;ES9200810000530000000155;1.539,18;EUR;27/09/2026;Proveedor
OP-2026001641;ES8121000000680000000249;1.102,09;EUR;15/09/2026;Seguros
OP-2026001642;ES1500810000540000000134;1.036,18;USD;19/09/2026;Servicios profesionales
OP-2026001643;ES6201820000960000000183;790,14;EUR;24/09/2026;Publicidad
OP-2026001644;ES4220850000180000000063;998,20;EUR;19/09/2026;Servicios profesionales
